County,State,Estimated_Usage_2016,County_State
Sawyer County,Wisconsin,140.04,Sawyer County_Wisconsin
Shawano County,Wisconsin,351.43,Shawano County_Wisconsin
Sheboygan County,Wisconsin,987.56,Sheboygan County_Wisconsin
Taylor County,Wisconsin,174.17,Taylor County_Wisconsin
Trempealeau County,Wisconsin,253.41,Trempealeau County_Wisconsin
Vernon County,Wisconsin,262.14,Vernon County_Wisconsin
Vilas County,Wisconsin,184.33,Vilas County_Wisconsin
Walworth County,Wisconsin,881.05,Walworth County_Wisconsin
Washburn County,Wisconsin,134.03,Washburn County_Wisconsin
Washington County,Wisconsin,1153.04,Washington County_Wisconsin
Waukesha County,Wisconsin,3419.68,Waukesha County_Wisconsin
Waupaca County,Wisconsin,440.23,Waupaca County_Wisconsin
Waushara County,Wisconsin,206.69,Waushara County_Wisconsin
Winnebago County,Wisconsin,1455.49,Winnebago County_Wisconsin
Wood County,Wisconsin,628.45,Wood County_Wisconsin
Albany County,Wyoming,325.21,Albany County_Wyoming
Big Horn County,Wyoming,102.47,Big Horn County_Wyoming
Campbell County,Wyoming,418.24,Campbell County_Wyoming
Carbon County,Wyoming,134.57,Carbon County_Wyoming
Converse County,Wyoming,120.99,Converse County_Wyoming
Crook County,Wyoming,64.38,Crook County_Wyoming
Fremont County,Wyoming,345.12,Fremont County_Wyoming
Goshen County,Wyoming,114.4,Goshen County_Wyoming
Hot Springs County,Wyoming,39.93,Hot Springs County_Wyoming
Johnson County,Wyoming,72.76,Johnson County_Wyoming
Laramie County,Wyoming,840.66,Laramie County_Wyoming
Lincoln County,Wyoming,163.55,Lincoln County_Wyoming
Natrona County,Wyoming,693.97,Natrona County_Wyoming
Niobrara County,Wyoming,21.19,Niobrara County_Wyoming
Park County,Wyoming,250.6,Park County_Wyoming
Platte County,Wyoming,74.36,Platte County_Wyoming
Sheridan County,Wyoming,257.08,Sheridan County_Wyoming
Sublette County,Wyoming,85.65,Sublette County_Wyoming
Sweetwater County,Wyoming,379.88,Sweetwater County_Wyoming
Teton County,Wyoming,198.72,Teton County_Wyoming
Uinta County,Wyoming,177.53,Uinta County_Wyoming
Washakie County,Wyoming,70.08,Washakie County_Wyoming
Weston County,Wyoming,61.89,Weston County_Wyoming
