FromBus,ToBus,TxID,kV_fbus,kV_tbus
33935,23866,28382a,230.0,230.0
36763,53500,1251,115.0,345.0
1176,14686,75550,6.9,69.0
33452,33419,6818a,161.0,345.0
53726,43629,47568a,69.0,230.0
34086,12205,30252a,115.0,115.0
12285,21781,23816b,115.0,230.0
9009,9066,30868c,138.0,138.0
30939,30934,22588d,69.0,345.0
2443,15709,76646,6.9,69.0
43862,45081,24830,115.0,0.0
212,45904,74732,6.9,66.0
12923,8917,31220,69.0,230.0
13043,13044,17279,230.0,345.0
61903,61902,1797,0.0,0.0
63722,63720,59319b,69.0,69.0
50426,50427,45071a,138.0,138.0
33299,29754,19357a,69.0,69.0
50699,50687,34038,161.0,161.0
26318,26326,2039f,345.0,345.0
11720,26301,30714c,115.0,115.0
37141,40654,7934,115.0,0.0
43093,43092,10720a,115.0,115.0
13494,20611,47303b,138.0,138.0
40618,40585,47384,138.0,138.0
11938,11990,46169,34.5,230.0
17016,15240,28388b,100.0,100.0
16893,32675,25886,0.0,0.0
9590,27772,37075e,115.0,115.0
61315,61317,55190,138.0,138.0
38773,36883,41808c,161.0,230.0
35323,38241,20156,69.0,69.0
9889,9890,18096,161.0,69.0
63726,63727,57987d,138.0,138.0
22475,22453,3593,0.0,0.0
26307,26305,10291b,161.0,115.0
52068,52063,14883a,115.0,138.0
50918,34521,15016c,230.0,230.0
15048,15049,9329b,115.0,115.0
23948,23966,34059c,115.0,115.0
51410,51409,37452c,500.0,138.0
30548,44813,24440a,138.0,138.0
29676,29657,15952a,0.0,69.0
3396,48794,77522b,13.8,115.0
20332,30244,39556c,69.0,69.0
33617,33646,40464a,161.0,161.0
31153,16684,33624a,500.0,138.0
19891,19893,4914e,115.0,115.0
27781,9600,674b,345.0,230.0
51621,51705,21574b,230.0,69.0
18561,18534,37375a,230.0,161.0
44811,62446,43656a,0.0,0.0
27663,27678,33074c,230.0,230.0
20193,20194,11439a,161.0,115.0
9208,39926,38998a,230.0,230.0
54463,54466,58125a,46.0,46.0
52808,52778,50441b,100.0,230.0
2215,35423,76468,13.8,69.0
21429,21430,692c,138.0,161.0
63740,63743,57992c,138.0,69.0
54119,54126,59511,46.0,46.0
60890,60889,59620,115.0,69.0
4138,54244,78206,13.8,115.0
8156,25596,81690,4.16,100.0
11383,11375,13481b,115.0,161.0
65414,65510,56316,115.0,500.0
62571,36541,31522c,500.0,230.0
39181,39182,6188b,230.0,230.0
44519,44518,1717b,69.0,115.0
6739,26083,80453,4.16,100.0
50456,50468,1132c,69.0,69.0
15269,15277,3509c,57.1,100.0
20908,17991,552,69.0,115.0
34945,34925,47207,69.0,69.0
34507,52536,26528a,500.0,230.0
4559,45955,78590,4.16,60.0
27132,43437,40967a,161.0,161.0
50322,50332,10792,115.0,230.0
45005,14601,37699,0.0,0.0
16335,16337,14223b,161.0,230.0
35696,35732,50157b,69.0,69.0
52981,16499,28567a,345.0,138.0
31553,45047,6556c,100.0,100.0
43873,25288,20263c,0.0,230.0
24380,43504,7335a,115.0,115.0
2011,49200,76300,6.9,66.0
35959,35945,33583,138.0,138.0
37128,40662,14625c,115.0,115.0
64439,64554,57858c,115.0,0.0
36261,45071,18162,115.0,161.0
6724,16341,80442,4.16,115.0
54015,54009,58355a,46.0,138.0
64544,64545,54092c,500.0,500.0
63981,58499,54418a,69.0,69.0
9523,9524,17722b,161.0,161.0
30416,20490,4193d,100.0,115.0
4203,49104,78266,13.8,115.0
54535,54536,58085a,46.0,138.0
14569,42171,30514c,230.0,230.0
6449,39823,80207,4.16,138.0
33883,45333,48982a,230.0,230.0
29939,29940,11467d,115.0,230.0
14488,14462,16299c,115.0,500.0
15478,15483,47561,115.0,115.0
43097,43118,23017,0.0,69.0
3975,62690,78053,22.0,500.0
37667,37666,50539,115.0,161.0
33921,44343,23452c,138.0,138.0
50467,50468,7156c,69.0,69.0
38361,38362,14254,161.0,161.0
36885,38775,34520a,138.0,138.0
39203,39169,39382b,138.0,115.0
42008,53462,36264c,345.0,138.0
24904,15591,48041,115.0,161.0
33438,33394,45074b,0.0,0.0
26333,26334,3902c,100.0,69.0
45531,31563,34761,115.0,115.0
19085,41427,41160,230.0,0.0
22815,22816,46610,0.0,0.0
32963,32976,19683,115.0,115.0
50911,42170,19382a,138.0,138.0
17921,12504,31891a,69.0,69.0
41076,53719,5063c,161.0,100.0
22331,22328,44923a,69.0,69.0
1640,64203,75988,13.8,115.0
31369,42572,8194a,345.0,345.0
64947,64948,60011b,0.0,0.0
24497,24468,29319,115.0,0.0
49943,49997,9767b,0.0,100.0
44158,30966,29065,345.0,69.0
29880,29886,15899a,69.0,69.0
831,13452,75256,13.8,120.0
5189,48871,79129,4.16,115.0
2769,62648,76941c,6.9,230.0
32378,32379,35197b,345.0,345.0
51538,51539,24245c,230.0,230.0
59584,59541,56198a,115.0,46.0
18349,18331,12873a,138.0,115.0
26025,26027,2230b,69.0,230.0
3502,47811,77615,4.16,66.0
45212,37959,1502,0.0,0.0
62141,62142,25023,0.0,0.0
21343,21342,51967f,138.0,230.0
37734,37724,30604b,230.0,161.0
20622,20621,40193b,69.0,69.0
27572,9469,31610a,115.0,138.0
18862,23848,14102,69.0,115.0
21307,16151,37280,138.0,138.0
366,25459,74875c,13.8,115.0
18680,18717,48882b,230.0,230.0
33476,33477,7895b,69.0,69.0
5142,11568,79085,6.9,115.0
36346,36333,18955b,138.0,230.0
18690,18714,14993b,138.0,161.0
10414,10411,9818d,161.0,69.0
27227,52353,5578,115.0,115.0
54740,54741,59330a,0.0,0.0
43314,43307,35852d,69.0,138.0
40663,40664,14723c,230.0,69.0
17474,17475,19043b,138.0,138.0
25669,25668,38792b,115.0,115.0
11232,11250,38407a,115.0,115.0
2296,43888,76525,22.0,230.0
33956,34615,9672,0.0,0.0
13846,13769,18034a,230.0,138.0
21004,20992,46402a,69.0,138.0
35610,35620,37268b,161.0,161.0
3347,13311,77474,6.9,161.0
53574,53593,22079b,230.0,230.0
65628,65635,55045,69.0,115.0
29992,21154,4374a,115.0,115.0
50757,19395,34383,161.0,138.0
43568,14168,17355b,115.0,0.0
39278,39264,4707b,230.0,69.0
6846,57118,80555,4.16,69.0
27097,27105,5594,115.0,115.0
36489,62561,34055a,230.0,161.0
1123,18708,75498b,13.8,230.0
30733,44277,33707a,115.0,230.0
51957,51953,31513,69.0,138.0
34332,62333,46982a,0.0,69.0
37358,37383,19236,138.0,69.0
27637,27587,3743,230.0,69.0
51595,51596,11506,230.0,230.0
29851,23021,39773c,69.0,115.0
21246,21243,7563d,115.0,69.0
18999,19001,33558a,115.0,115.0
4096,46600,78169,13.8,115.0
28424,18814,1855b,230.0,69.0
58899,58910,59263c,7.2,7.2
31257,49867,2373a,69.0,100.0
21506,12583,45075b,138.0,115.0
5738,47748,79608,0.69,66.0
29395,29396,47870b,69.0,138.0
25338,25320,34041,100.0,345.0
32371,32372,28942b,69.0,138.0
65196,65197,57383c,0.0,0.0
29854,21341,49472c,230.0,230.0
10863,10880,8176,230.0,230.0
18127,21331,31996b,115.0,69.0
36359,36362,48239,115.0,115.0
16247,22148,43956a,69.0,0.0
39179,39209,40933b,115.0,115.0
7373,53288,81017,4.16,230.0
25566,25565,12470a,161.0,138.0
53474,53475,38729a,230.0,230.0
20534,32474,30383b,161.0,161.0
27740,17538,11071a,345.0,138.0
5593,64536,79474,4.16,69.0
24423,34269,39672b,0.0,230.0
65450,65465,55514,115.0,115.0
11419,11432,9950a,138.0,115.0
18630,18620,98b,115.0,100.0
32051,32045,28338d,230.0,230.0
41938,52136,31370b,138.0,345.0
971,43468,75371,13.8,500.0
45059,53198,20794,0.0,69.0
5680,26996,79555a,13.8,115.0
25509,20918,3104a,115.0,115.0
20077,20078,2628c,69.0,69.0
62318,39759,28920,115.0,115.0
61483,61488,54651b,69.0,230.0
26122,26123,28611b,115.0,115.0
18242,37449,23663,69.0,69.0
32286,23550,14519,69.0,69.0
54607,54587,59159b,0.0,345.0
8610,15000,82034,0.69,138.0
27686,27723,5708c,230.0,115.0
41274,41276,22177a,230.0,69.0
27889,27880,37477d,138.0,138.0
58724,58729,59675a,115.0,138.0
60818,60816,54458,69.0,69.0
1028,65627,75428a,13.8,230.0
12329,17385,48167a,138.0,161.0
920,22663,75333,6.9,69.0
35906,42572,3402b,138.0,345.0
51317,51323,6753,115.0,69.0
61930,61931,39725h,69.0,161.0
19965,35216,5635,138.0,138.0
247,47766,74764,6.9,115.0
33238,33097,15658a,69.0,230.0
26988,27706,13334,138.0,138.0
60847,60848,54625c,69.0,69.0
54232,54291,57340a,138.0,46.0
51903,51904,44515c,100.0,230.0
12688,16627,43981b,230.0,230.0
65290,65266,58053b,110.0,110.0
31547,28986,31267b,230.0,230.0
24108,24665,9718a,138.0,0.0
28974,28991,17528b,345.0,69.0
688,35044,75129,6.9,69.0
39645,50077,2863c,100.0,100.0
7150,52074,80818,4.16,69.0
44515,62077,47906g,161.0,161.0
40591,40624,41901a,138.0,138.0
17596,17597,47937h,230.0,138.0
25905,25907,10427,0.0,230.0
59313,59320,54855,0.0,46.0
52509,9165,5043a,138.0,138.0
64194,64188,55661b,115.0,69.0
58759,58760,54299b,0.0,0.0
53421,39785,48651a,115.0,161.0
27010,61787,12436,69.0,138.0
36463,36464,19311a,161.0,100.0
772,9576,75202b,6.9,115.0
52986,52988,28321a,69.0,138.0
16870,44241,24584d,100.0,115.0
1525,54883,75887,13.8,69.0
32239,62436,23549,100.0,0.0
12042,9002,39113b,69.0,115.0
28908,44800,50935b,69.0,0.0
39314,39290,4774a,230.0,230.0
20977,17772,37397c,138.0,138.0
31831,31809,122b,230.0,230.0
45720,45721,37560a,138.0,138.0
10013,10014,43238c,115.0,161.0
26877,41505,35521,115.0,0.0
34298,43961,37339c,230.0,115.0
42477,35378,6512,161.0,161.0
7542,28362,81173,0.69,115.0
59442,59499,54677,69.0,138.0
21845,21851,27288,69.0,69.0
21235,9779,13313c,138.0,138.0
30698,30665,33784c,138.0,138.0
8972,12032,31627a,69.0,115.0
211,46019,74731,6.9,33.0
2038,18278,76321,4.16,138.0
54330,54205,59507b,46.0,46.0
26879,26878,4011a,230.0,230.0
15637,15632,15172b,161.0,138.0
59489,59408,54685b,115.0,69.0
54041,54042,55092b,0.0,46.0
59769,53915,54669a,115.0,138.0
24301,24323,43377b,115.0,115.0
51927,51886,35100b,230.0,115.0
36791,52251,26748d,100.0,115.0
6589,62725,80331,0.69,60.0
38836,36865,21801b,115.0,138.0
17495,21859,13339b,345.0,138.0
53664,53665,14612b,115.0,115.0
8840,55212,82233,4.16,345.0
9510,9511,12870a,230.0,230.0
10743,25071,886c,345.0,345.0
9401,9402,46838b,230.0,161.0
24971,24970,41486,0.0,0.0
12313,21725,30774b,161.0,69.0
39733,39734,7008,115.0,115.0
10753,10754,51887c,100.0,345.0
53988,53990,55104a,138.0,138.0
59988,59989,60717b,110.0,0.0
5203,26151,79140,4.16,115.0
59402,59403,59533,138.0,138.0
7325,9520,80972a,4.16,230.0
64549,64550,59989,0.0,0.0
17483,30938,29194,115.0,69.0
19757,51944,37323a,115.0,115.0
52345,52378,40134,115.0,69.0
6042,44013,79872,4.16,138.0
9274,35046,50232c,34.5,69.0
65275,65276,58060a,0.0,0.0
59764,59765,54917b,115.0,115.0
17677,32755,18139a,0.0,230.0
43096,43101,37957,161.0,138.0
51227,51197,15400c,115.0,115.0
14512,41561,45918a,0.0,0.0
14706,14707,15186b,230.0,138.0
51033,53636,45731b,161.0,161.0
10771,17277,38239c,138.0,138.0
54590,54591,58095c,0.0,0.0
9822,9823,17720b,230.0,230.0
54610,54588,57758a,69.0,138.0
17510,27744,26587h,115.0,345.0
54655,54570,57734e,345.0,0.0
2855,36783,77018,6.9,138.0
925,26382,75338,6.9,69.0
59136,59152,58304,69.0,230.0
38226,38227,50211a,115.0,115.0
40826,9250,24572a,0.0,115.0
2866,47280,77029,6.9,69.0
37327,37359,45786b,0.0,500.0
14136,19537,45880,230.0,765.0
39343,39363,193b,115.0,115.0
30077,21238,12373b,138.0,115.0
26592,26591,32252a,115.0,115.0
25266,25267,11265a,115.0,115.0
30149,30146,16449c,500.0,138.0
38381,38380,27290,345.0,345.0
31867,31869,23155c,100.0,100.0
20807,29824,1881a,138.0,138.0
65247,65275,58059c,0.0,0.0
36186,36166,20041e,345.0,230.0
23964,23944,37079a,115.0,115.0
39042,39012,48236a,100.0,69.0
21130,21131,17524g,69.0,69.0
43623,43625,34545,230.0,115.0
4413,14729,78455a,13.8,345.0
1533,56913,75895a,13.8,138.0
7440,39269,81083d,4.16,138.0
25294,30809,24661a,345.0,230.0
24362,24346,2602c,115.0,115.0
39728,19781,45779,0.0,115.0
1004,35455,75404,6.9,115.0
4091,28831,78164,22.0,115.0
27643,27587,42467,69.0,69.0
3737,21715,77824,6.9,69.0
32856,32861,49323b,138.0,138.0
21338,21339,37486c,138.0,230.0
43840,23813,39871,69.0,69.0
59729,59740,56112,69.0,46.0
34678,38019,16097,138.0,161.0
40755,40760,16353d,138.0,138.0
32857,32855,17777b,69.0,138.0
14057,23973,37445,69.0,69.0
54452,54455,58169a,46.0,46.0
25873,25874,23076b,100.0,69.0
27181,27182,41181,230.0,115.0
7097,33566,80768a,4.16,230.0
36533,36532,16615b,69.0,69.0
3159,48983,77296,4.16,66.0
7325,9521,80972b,4.16,230.0
9989,10018,11322,0.0,0.0
21244,21245,26075,69.0,115.0
31615,42060,22636a,138.0,230.0
18037,18036,12465c,69.0,115.0
27687,17471,50265c,138.0,345.0
18843,18844,33938c,230.0,230.0
8983,15251,41570,115.0,69.0
9510,9509,28504c,230.0,230.0
16354,16359,19746a,69.0,345.0
610,27750,75076,6.9,345.0
31822,31826,21940d,138.0,138.0
32731,32323,43585,138.0,69.0
38031,38032,19780f,138.0,138.0
21661,21690,43990a,138.0,115.0
16041,16088,20945,115.0,115.0
30939,30934,36222b,69.0,345.0
52777,28989,2848c,138.0,115.0
2720,49509,76897,6.9,115.0
2859,13384,77022,6.9,115.0
16632,25199,15589,115.0,115.0
20012,13759,31036b,138.0,115.0
32916,32919,18205a,230.0,230.0
3841,18382,77921b,13.8,161.0
45045,31227,46660a,115.0,115.0
36452,36281,23205,161.0,69.0
62477,62478,16725,138.0,69.0
23593,23594,45700b,138.0,138.0
59654,59708,54877a,69.0,115.0
64938,64940,59137d,230.0,230.0
10465,10471,10742b,0.0,100.0
6832,29209,80542,4.16,230.0
4907,31800,78889,4.16,230.0
37163,43050,22607,345.0,0.0
10765,10747,26617b,115.0,115.0
36586,62411,17454a,69.0,115.0
58129,58131,56546,69.0,69.0
11420,11400,32707c,115.0,115.0
34791,34792,40180a,230.0,230.0
54562,54529,57727e,345.0,345.0
43777,43791,36680b,138.0,69.0
26696,26692,34918j,69.0,115.0
31616,31623,32791,161.0,230.0
36510,36509,20877,115.0,161.0
16378,16388,49608b,0.0,115.0
59357,59394,54904,69.0,230.0
6621,11441,80357,4.16,230.0
8689,46359,82103,4.16,115.0
9467,9466,26980a,115.0,138.0
60269,60272,54219c,230.0,115.0
21601,21602,49332d,161.0,138.0
40709,40708,10502c,69.0,100.0
26941,61809,2134e,161.0,69.0
13704,13720,31616,69.0,138.0
18345,18360,29801,345.0,345.0
22104,10829,21973b,345.0,69.0
51945,19757,48231b,115.0,115.0
9346,40851,37240c,115.0,69.0
17346,13183,9339a,138.0,115.0
44957,51064,31897g,500.0,115.0
54387,54389,59410d,0.0,0.0
7423,37498,81066,4.16,115.0
459,15956,74957,6.9,69.0
11216,26364,19049a,115.0,100.0
31404,17195,45276b,138.0,69.0
9727,9728,30091b,69.0,69.0
42514,33871,40059b,161.0,161.0
54073,54072,54668c,230.0,138.0
22796,22805,46626a,345.0,345.0
52201,51325,39387,230.0,0.0
29234,29235,28493,138.0,0.0
40394,41750,28412a,500.0,138.0
54643,54644,59353b,0.0,0.0
65617,65619,55080b,230.0,230.0
14466,14467,31887a,0.0,230.0
9126,13459,11585,115.0,115.0
26788,26767,21415,115.0,115.0
35735,45260,18116a,345.0,161.0
37829,19919,41635a,161.0,161.0
16946,16945,20470b,345.0,69.0
31625,42038,28692c,120.0,115.0
21870,17283,35617c,138.0,230.0
17823,12536,35658c,138.0,115.0
4512,55877,78547,4.16,230.0
11056,11057,35399b,115.0,115.0
38503,36998,48386a,69.0,69.0
65166,65167,60017b,0.0,0.0
52796,24350,1539a,230.0,115.0
51403,44261,33517f,115.0,115.0
34011,34012,11025a,69.0,69.0
22080,17226,14740a,100.0,100.0
42519,42517,34368h,138.0,161.0
20378,20379,40380h,115.0,115.0
9956,9957,23279c,138.0,115.0
12787,12486,32345,100.0,0.0
31099,62346,50162b,161.0,115.0
29900,25646,1981b,115.0,115.0
4312,55878,78365,4.16,230.0
30359,12579,27370a,120.0,138.0
64780,64781,57912b,0.0,0.0
14819,14820,15531b,115.0,69.0
31467,42164,39314b,100.0,100.0
35448,35447,50114b,161.0,161.0
25969,11146,18833,161.0,345.0
29917,29918,9412a,0.0,0.0
22882,22881,45504b,115.0,138.0
21759,21758,2241a,69.0,69.0
20392,21362,2238c,230.0,230.0
1921,33238,76241,22.0,69.0
12508,12509,10696a,69.0,69.0
4408,33131,78450,4.16,115.0
52448,21608,14836,100.0,138.0
14070,14049,23539a,345.0,0.0
24456,14158,4900a,69.0,138.0
3110,25205,77251,4.16,69.0
42843,49871,5631,115.0,230.0
12576,12573,46155a,115.0,69.0
59960,59963,54041,345.0,69.0
11472,11470,7858c,69.0,69.0
11091,11043,21049c,115.0,115.0
34200,34201,38286,115.0,0.0
3765,44619,77852,6.9,115.0
44961,44962,27447c,115.0,115.0
4525,15195,78558,4.16,69.0
35402,35404,34922b,115.0,230.0
59360,59354,54952,46.0,138.0
35684,39971,8636,0.0,0.0
42457,35139,31460c,161.0,161.0
50182,50185,44399b,138.0,345.0
25725,25721,5199b,138.0,138.0
54452,54454,58134e,46.0,46.0
54688,54670,56221a,115.0,69.0
16174,50967,30212e,138.0,138.0
22759,22790,13189b,230.0,69.0
25074,22129,26558b,120.0,138.0
9562,28382,14680e,115.0,115.0
3187,24215,77323,4.16,230.0
13469,9130,43942,230.0,230.0
50875,50876,40412e,138.0,230.0
43020,43052,15739b,138.0,138.0
10353,10364,298b,230.0,230.0
38505,38458,38324c,115.0,69.0
7745,33573,81337,4.16,230.0
41504,26876,5652b,0.0,0.0
36267,36275,21599j,161.0,100.0
2450,50199,76652a,22.0,230.0
4731,17381,78741,4.16,69.0
34559,34560,26703b,69.0,115.0
6628,63430,80361,4.16,138.0
43276,43275,15824,69.0,0.0
41452,51908,6954e,161.0,161.0
59786,59790,54724,115.0,115.0
36479,62569,2657b,161.0,69.0
8888,38182,19769b,138.0,69.0
960,15237,75361,6.9,69.0
45315,42476,43295b,69.0,0.0
3385,49047,77511,6.9,115.0
7456,32358,81096,0.69,138.0
2,14369,74555,22.0,230.0
5273,13049,79203b,0.69,138.0
63736,63729,57986b,138.0,138.0
9776,21234,16016b,69.0,0.0
3278,16406,77409,4.16,115.0
54295,54294,59517,46.0,115.0
15304,21011,14606a,230.0,138.0
43557,24376,14746a,230.0,230.0
32926,32927,30417c,230.0,230.0
36009,42589,41008b,0.0,161.0
8204,14933,81725,4.16,115.0
25862,22478,7313,100.0,161.0
44522,28887,12452b,69.0,0.0
26835,26801,23313b,115.0,115.0
22277,22276,18378b,115.0,115.0
1478,21813,75841,13.8,230.0
38281,37811,665,115.0,69.0
53052,53004,45724,138.0,0.0
18326,18309,31805,115.0,115.0
22265,22263,35538a,69.0,230.0
11531,11535,36326e,345.0,345.0
51250,51270,1829,230.0,161.0
16616,53232,21443c,138.0,161.0
29230,29229,1211c,161.0,138.0
37849,39916,18019,115.0,138.0
9253,9254,4424a,138.0,138.0
61926,61927,46846c,69.0,100.0
6014,21619,79846,4.16,230.0
30034,30036,10922b,115.0,69.0
11091,11043,6909b,115.0,115.0
41450,51912,44515e,230.0,100.0
26649,26653,20204b,115.0,115.0
2440,12396,76645,0.69,69.0
22760,22756,45450a,161.0,69.0
16739,27372,23447,0.0,69.0
18748,18775,26741,230.0,230.0
12607,20574,25940,69.0,0.0
44894,53834,45674c,69.0,69.0
2838,55937,77003,6.9,230.0
59746,59793,55259,230.0,230.0
37138,37103,30243,100.0,161.0
59761,59760,56108a,115.0,115.0
17473,17471,39320c,115.0,345.0
10974,10978,38269,115.0,115.0
25077,17296,43857a,230.0,230.0
59787,59788,55265c,138.0,138.0
65096,65087,57362b,0.0,69.0
32257,32259,6535a,138.0,138.0
5841,15337,79694,4.16,115.0
2552,13033,76745,6.9,230.0
22203,13830,47668,138.0,138.0
45349,45350,2680,138.0,161.0
3834,17529,77914b,6.9,138.0
36755,53491,35173,0.0,0.0
17596,17597,14677i,230.0,138.0
29553,29554,50643a,69.0,230.0
40814,34854,34221a,115.0,161.0
45747,45765,14318,69.0,115.0
38504,38445,10019c,138.0,138.0
17212,17214,47085b,100.0,100.0
10470,10461,27805c,100.0,161.0
30437,30440,40328d,230.0,115.0
4069,8913,78142a,6.9,69.0
59217,59215,54832a,345.0,69.0
39119,39250,18078,0.0,0.0
39165,39166,2756a,230.0,230.0
17950,13312,2299b,115.0,138.0
19498,37922,8285a,0.0,0.0
30689,44373,20205b,115.0,115.0
39234,39233,8190,69.0,0.0
40473,40510,33389b,138.0,138.0
21270,30061,25188a,115.0,115.0
54529,54532,59163e,345.0,46.0
53873,53872,55235b,345.0,345.0
5614,48648,79492,0.69,69.0
20986,20989,33311,138.0,230.0
17572,17573,37616g,100.0,345.0
11055,11045,37470c,115.0,115.0
2320,34473,76543,6.9,138.0
25263,21160,2815a,230.0,230.0
54097,54148,57098,0.0,69.0
53734,53726,32847,0.0,69.0
29224,29753,40528c,100.0,100.0
4771,35959,78776,4.16,138.0
62552,62551,2657d,161.0,161.0
58801,58788,54332a,0.0,0.0
53655,53658,41479b,115.0,69.0
58678,58704,54308c,46.0,230.0
239,49178,74757,22.0,230.0
16905,31314,50456b,115.0,138.0
10292,10274,6270c,0.0,0.0
44208,22051,33755b,345.0,69.0
24200,24203,35561b,115.0,138.0
27357,27358,12027f,69.0,69.0
54532,54530,59163f,46.0,345.0
29673,29674,24177a,138.0,69.0
43574,43575,20819,138.0,138.0
21892,21899,8508a,138.0,138.0
19142,19260,40125a,115.0,115.0
42306,44039,4116a,138.0,138.0
54817,54821,56433e,69.0,69.0
36508,62574,36,161.0,161.0
6520,36311,80270b,4.16,230.0
27588,9472,4739a,0.0,0.0
39166,39152,4038b,230.0,230.0
9581,9582,48074a,115.0,230.0
4026,46942,78099,22.0,500.0
25606,25604,39038a,0.0,345.0
13429,13430,27965b,69.0,69.0
27552,42551,31840a,230.0,115.0
58924,58939,61596,69.0,69.0
17755,13676,18110b,69.0,69.0
19840,61870,13785b,115.0,115.0
16788,27481,48614b,161.0,161.0
6082,33382,79908,0.69,230.0
1552,56199,75913,13.8,138.0
34854,40814,34531b,161.0,115.0
59951,59952,59476b,230.0,115.0
52446,13549,17989,138.0,138.0
65094,65096,57362a,0.0,0.0
31776,31760,16443d,69.0,230.0
65119,65099,57425,0.0,69.0
30205,30202,13615,115.0,0.0
25677,25678,43364d,115.0,230.0
549,32517,75033,22.0,161.0
39647,50081,11959c,69.0,69.0
29951,25666,10121,161.0,115.0
29988,29989,39318,69.0,69.0
12656,12660,6647,115.0,138.0
17459,17460,20764,138.0,115.0
32308,32767,15219g,138.0,138.0
41404,25421,44021b,0.0,0.0
26696,26677,46457a,69.0,69.0
24230,24232,10952c,230.0,115.0
1821,51172,76145b,22.0,345.0
27900,27899,14245b,115.0,115.0
19595,19584,45968,230.0,345.0
34680,52626,43605c,138.0,69.0
11381,11380,738c,138.0,138.0
39038,38991,46579b,230.0,100.0
8605,21120,82030,4.16,69.0
13326,13327,39737b,115.0,69.0
45384,45385,7521d,345.0,345.0
22396,26215,49537f,69.0,138.0
21064,21038,37234b,230.0,161.0
6552,36721,80296,4.16,69.0
4612,33862,78635a,4.16,100.0
11678,11682,24905a,69.0,115.0
8120,18324,81669,4.16,115.0
18096,28495,29197,138.0,115.0
2637,46761,76822,6.9,138.0
42091,42093,10971b,69.0,69.0
27365,27366,8366,0.0,69.0
17294,17295,7825b,115.0,138.0
51628,51619,16808,345.0,0.0
41471,41469,43136,161.0,161.0
15940,16026,18172,138.0,115.0
343,11619,74852,6.9,115.0
6797,28970,80509,4.16,69.0
45557,23590,40642c,115.0,161.0
51612,51611,37247,230.0,230.0
42061,42060,28966b,230.0,230.0
36077,36076,17718b,230.0,138.0
13798,13799,31286b,138.0,138.0
4367,15606,78413,13.8,161.0
27671,27612,18634,161.0,161.0
53482,53483,21907a,230.0,230.0
32801,50974,50264e,69.0,69.0
39786,19193,32857b,115.0,230.0
4013,44694,78089,22.0,345.0
26914,26912,32718,115.0,138.0
44046,44038,42673,138.0,69.0
19161,36420,37824b,115.0,115.0
17014,17015,10050b,100.0,115.0
29857,21340,34979g,115.0,115.0
45595,45594,10868a,230.0,69.0
2747,30158,76922,4.16,69.0
32269,45475,46508b,100.0,100.0
38601,38609,22427a,69.0,69.0
59848,59846,55226,230.0,230.0
20609,25161,21157a,69.0,161.0
27635,9774,14185a,138.0,138.0
59486,59466,54736,115.0,0.0
906,12958,75319,13.8,138.0
17293,10779,7632d,138.0,138.0
53984,53973,55106a,138.0,138.0
2170,49863,76425,6.9,138.0
14070,14071,41841b,345.0,345.0
64977,64979,57923a,0.0,0.0
13736,13744,32893b,230.0,230.0
21314,42009,46690b,115.0,138.0
2623,18551,76810,6.9,115.0
34151,43566,26465e,138.0,69.0
18325,18294,2923a,345.0,230.0
32625,32615,22290c,0.0,0.0
53554,30350,20482a,115.0,230.0
60118,60156,54230b,69.0,115.0
5248,49462,79179,0.69,115.0
8055,15341,81608,0.69,230.0
59787,59788,55261b,138.0,138.0
24452,43563,4701a,230.0,230.0
62550,45728,33786,138.0,69.0
16614,16615,26685a,161.0,161.0
9823,25459,17720c,230.0,115.0
2363,15630,76580,13.8,161.0
